,municipio,sub_category,keyword,latitude,longitude,name
137,CHINCHINÁ,Tratamientos y terapias de relajación,"""masajes terapéuticos"", ""aromaterapia y reflexología"", ""fangoterapia"", ""hidroterapia"", ""spa""",4.804977099999999,-75.73528569999999,masajes terapéuticos
138,CHINCHINÁ,Tratamientos y terapias de relajación,"""masajes terapéuticos"", ""aromaterapia y reflexología"", ""fangoterapia"", ""hidroterapia"", ""spa""",5.060124,-75.4886745,masajes terapéuticos
139,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.053615600000001,-75.49019799999999,acupuntura
140,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",4.8738513,-75.6248177,acupuntura
141,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0619754,-75.49253639999999,acupuntura
142,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0626317,-75.4990692,acupuntura
143,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0620872,-75.49875109999999,acupuntura
144,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",4.824248799999999,-75.6769593,acupuntura
145,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0670401,-75.5348036,acupuntura
146,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",4.8256729,-75.68146469999999,acupuntura
147,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",4.9145103,-75.62676569999999,acupuntura
148,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0515471,-75.48465929999999,acupuntura
149,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.0620636,-75.4987072,acupuntura
150,CHINCHINÁ,Terapias alternativas y holísticas,"""acupuntura"", ""reiki"", ""cristaloterapia"", ""bioenergética""",5.054743,-75.4850898,acupuntura
